src,dst,type
46248,7514,REL
46249,582,REL
46250,6948,REL
46251,5655,REL
46252,2543,REL
46253,8638,REL
46254,3034,REL
46255,3632,REL
46256,1210,REL
46257,5871,REL
46258,2631,REL
46259,7746,REL
46260,4489,REL
46261,695,REL
46262,8484,REL
46263,928,REL
46264,2405,REL
46265,2796,REL
46266,278,REL
46267,1369,REL
46268,456,REL
46269,3924,REL
46270,2036,REL
46271,903,REL
46272,9690,REL
46273,8766,REL
46274,1002,REL
46275,7675,REL
46276,2256,REL
46277,2526,REL
46278,545,REL
46279,6520,REL
46280,8668,REL
46281,1747,REL
46282,9040,REL
46283,4325,REL
46284,6071,REL
46285,4738,REL
46286,3272,REL
46287,699,REL
46288,7525,REL
46289,6278,REL
46290,8664,REL
46291,5821,REL
46292,9123,REL
46293,4242,REL
46294,3427,REL
46295,8756,REL
46296,2367,REL
46297,385,REL
46298,696,REL
46299,6095,REL
46300,5042,REL
46301,9315,REL
46302,8911,REL
46303,1045,REL
46304,6296,REL
46305,3230,REL
46306,7914,REL
46307,1843,REL
46308,8239,REL
46309,9684,REL
46310,7801,REL
46311,4155,REL
46312,6627,REL
46313,9451,REL
46314,2660,REL
46315,4441,REL
46316,252,REL
46317,6984,REL
46318,5949,REL
46319,4505,REL
46320,5042,REL
46321,9049,REL
46322,1791,REL
46323,8751,REL
46324,9989,REL
46325,9740,REL
46326,2196,REL
46327,8738,REL
46328,5042,REL
46329,2184,REL
46330,4266,REL
46331,3952,REL
46332,2032,REL
46333,217,REL
46334,5841,REL
46335,4517,REL
46336,10,REL
46337,7300,REL
46338,723,REL
46339,6990,REL
46340,7726,REL
46341,5236,REL
46342,4740,REL
46343,3680,REL
46344,9834,REL
46345,1343,REL
46346,3179,REL
46347,17,REL
46348,267,REL
46349,6922,REL
46350,4273,REL
46351,7128,REL
46352,481,REL
46353,7467,REL
46354,6587,REL
46355,3555,REL
46356,5872,REL
46357,4227,REL
46358,9552,REL
46359,630,REL
46360,6964,REL
46361,2046,REL
46362,2931,REL
46363,2205,REL
46364,3566,REL
46365,4394,REL
46366,7624,REL
46367,8929,REL
46368,7674,REL
46369,9306,REL
46370,5303,REL
46371,1437,REL
46372,4419,REL
46373,8958,REL
46374,3910,REL
46375,4967,REL
46376,1329,REL
46377,2487,REL
46378,6305,REL
46379,63,REL
46380,1806,REL
46381,1577,REL
46382,2194,REL
46383,4285,REL
46384,6912,REL
46385,7344,REL
46386,238,REL
46387,8726,REL
46388,3680,REL
46389,2750,REL
46390,591,REL
46391,6264,REL
46392,2623,REL
46393,2776,REL
46394,4288,REL
46395,3020,REL
46396,8594,REL
46397,5012,REL
46398,8806,REL
46399,5802,REL
46400,9611,REL
46401,6226,REL
46402,8456,REL
46403,9179,REL
46404,6133,REL
46405,250,REL
46406,7491,REL
46407,6493,REL
46408,3351,REL
46409,8046,REL
46410,4062,REL
46411,7386,REL
46412,328,REL
46413,3302,REL
46414,7258,REL
46415,3072,REL
46416,677,REL
46417,4986,REL
46418,1788,REL
46419,6090,REL
46420,148,REL
46421,7130,REL
46422,6795,REL
46423,5609,REL
46424,2672,REL
46425,7959,REL
46426,7539,REL
46427,7370,REL
46428,5984,REL
46429,7053,REL
46430,9622,REL
46431,6235,REL
46432,1565,REL
46433,5433,REL
46434,1112,REL
46435,336,REL
46436,9941,REL
46437,8043,REL
46438,5545,REL
46439,9860,REL
46440,6120,REL
46441,9467,REL
46442,8156,REL
46443,3474,REL
46444,2584,REL
46445,2993,REL
46446,7787,REL
46447,5647,REL
46448,4248,REL
46449,5097,REL
46450,8750,REL
46451,9256,REL
46452,7379,REL
46453,1586,REL
46454,9339,REL
46455,8954,REL
46456,6447,REL
46457,9441,REL
46458,958,REL
46459,3327,REL
46460,7998,REL
46461,8416,REL
46462,2734,REL
46463,6244,REL
46464,4441,REL
46465,2742,REL
46466,2390,REL
46467,5288,REL
46468,3691,REL
46469,4900,REL
46470,5351,REL
46471,4224,REL
46472,8054,REL
46473,6118,REL
46474,2436,REL
46475,109,REL
46476,1135,REL
46477,8108,REL
46478,2558,REL
46479,2367,REL
46480,1515,REL
46481,5628,REL
46482,8623,REL
46483,3553,REL
46484,1210,REL
46485,256,REL
46486,6281,REL
46487,8153,REL
46488,1232,REL
46489,6557,REL
46490,8585,REL
46491,3137,REL
46492,4149,REL
46493,3834,REL
46494,1662,REL
46495,2298,REL
46496,8643,REL
46497,2654,REL
46498,1402,REL
46499,4689,REL
46500,8137,REL
46501,8017,REL
46502,2599,REL
46503,212,REL
46504,3339,REL
46505,7268,REL
46506,2901,REL
46507,9466,REL
46508,2819,REL
46509,1252,REL
46510,9774,REL
46511,4660,REL
46512,4266,REL
46513,3612,REL
46514,6674,REL
46515,8882,REL
46516,8546,REL
46517,7697,REL
46518,4532,REL
46519,2703,REL
46520,7745,REL
46521,6919,REL
46522,6160,REL
46523,1572,REL
46524,8980,REL
46525,734,REL
46526,3098,REL
46527,4733,REL
46528,8563,REL
46529,9689,REL
46530,7283,REL
46531,4551,REL
46532,1366,REL
46533,3062,REL
46534,1295,REL
46535,1696,REL
46536,9935,REL
46537,1790,REL
46538,8402,REL
46539,4420,REL
46540,5913,REL
46541,7230,REL
46542,1426,REL
46543,3896,REL
46544,8515,REL
46545,2735,REL
46546,4341,REL
46547,5651,REL
46548,5046,REL
46549,2075,REL
46550,706,REL
46551,2950,REL
46552,4013,REL
46553,4334,REL
46554,6534,REL
46555,9560,REL
46556,8782,REL
46557,8460,REL
46558,7505,REL
46559,464,REL
46560,4074,REL
46561,7910,REL
46562,6103,REL
46563,2346,REL
46564,5831,REL
46565,3593,REL
46566,2127,REL
46567,8757,REL
46568,8885,REL
46569,4485,REL
46570,771,REL
46571,4570,REL
46572,6917,REL
46573,3110,REL
46574,743,REL
46575,1402,REL
46576,8722,REL
46577,9427,REL
46578,6446,REL
46579,8689,REL
46580,486,REL
46581,9782,REL
46582,3666,REL
46583,4023,REL
46584,9997,REL
46585,2893,REL
46586,2344,REL
46587,5928,REL
46588,4078,REL
46589,6209,REL
46590,7630,REL
46591,5308,REL
46592,6857,REL
46593,5856,REL
46594,1709,REL
46595,9465,REL
46596,7997,REL
46597,5188,REL
46598,7495,REL
46599,2940,REL
46600,6713,REL
46601,8805,REL
46602,5702,REL
46603,9439,REL
46604,1159,REL
46605,5710,REL
46606,3761,REL
46607,1137,REL
46608,6925,REL
46609,7576,REL
46610,7436,REL
46611,2400,REL
46612,8825,REL
46613,8217,REL
46614,1440,REL
46615,7920,REL
46616,8736,REL
46617,6580,REL
46618,3075,REL
46619,9820,REL
46620,7808,REL
46621,8901,REL
46622,9654,REL
46623,5845,REL
46624,9988,REL
46625,6869,REL
46626,1243,REL
46627,3413,REL
46628,665,REL
46629,9661,REL
46630,1157,REL
46631,7899,REL
46632,9859,REL
46633,2651,REL
46634,7086,REL
46635,8489,REL
46636,7425,REL
46637,4378,REL
46638,7458,REL
46639,9823,REL
46640,2782,REL
46641,8777,REL
46642,5955,REL
46643,5806,REL
46644,8502,REL
46645,5894,REL
46646,7969,REL
46647,6050,REL
46648,130,REL
46649,8969,REL
46650,7840,REL
46651,4124,REL
46652,2988,REL
46653,9165,REL
46654,8705,REL
46655,7721,REL
46656,331,REL
46657,9262,REL
46658,5783,REL
46659,7755,REL
46660,4993,REL
46661,612,REL
46662,8249,REL
46663,860,REL
46664,9903,REL
46665,7431,REL
46666,1566,REL
46667,8002,REL
46668,1311,REL
46669,8962,REL
46670,1951,REL
46671,7128,REL
46672,3579,REL
46673,8609,REL
46674,9786,REL
46675,9775,REL
46676,5718,REL
46677,976,REL
46678,9284,REL
46679,9582,REL
46680,7388,REL
46681,2901,REL
46682,9140,REL
46683,7620,REL
46684,9692,REL
46685,3869,REL
46686,1565,REL
46687,9482,REL
46688,634,REL
46689,4759,REL
46690,2108,REL
46691,7100,REL
46692,7715,REL
46693,7930,REL
46694,1899,REL
46695,8857,REL
46696,6657,REL
46697,5278,REL
46698,2838,REL
46699,2152,REL
46700,7121,REL
46701,2105,REL
46702,1762,REL
46703,8752,REL
46704,6688,REL
46705,9545,REL
46706,9716,REL
46707,3656,REL
46708,3721,REL
46709,2992,REL
46710,9488,REL
46711,8400,REL
46712,5745,REL
46713,4757,REL
46714,9558,REL
46715,4924,REL
46716,7196,REL
46717,4647,REL
46718,7120,REL
46719,1814,REL
46720,8735,REL
46721,3395,REL
46722,8522,REL
46723,9114,REL
46724,5049,REL
46725,9143,REL
46726,5429,REL
46727,9738,REL
46728,7586,REL
46729,7215,REL
46730,3098,REL
46731,2897,REL
46732,9513,REL
46733,4451,REL
46734,7282,REL
46735,8141,REL
46736,5397,REL
46737,20,REL
46738,1706,REL
46739,2730,REL
46740,8078,REL
46741,1184,REL
46742,6641,REL
46743,5477,REL
46744,625,REL
46745,7470,REL
46746,271,REL
46747,8266,REL
46748,3394,REL
46749,4127,REL
46750,1853,REL
46751,7652,REL
46752,4919,REL
46753,2992,REL
46754,4297,REL
46755,5553,REL
46756,4850,REL
46757,8254,REL
46758,3557,REL
46759,6463,REL
46760,1875,REL
46761,9584,REL
46762,6036,REL
46763,2658,REL
46764,642,REL
46765,3871,REL
46766,8666,REL
46767,8750,REL
46768,6503,REL
46769,3642,REL
46770,2106,REL
46771,7907,REL
46772,3603,REL
46773,9774,REL
46774,8701,REL
46775,1534,REL
46776,764,REL
46777,3774,REL
46778,7256,REL
46779,2084,REL
46780,80,REL
46781,8712,REL
46782,2205,REL
46783,1903,REL
46784,3981,REL
46785,8982,REL
46786,8337,REL
46787,1774,REL
46788,4200,REL
46789,2552,REL
46790,9027,REL
46791,5154,REL
46792,1396,REL
46793,2820,REL
46794,7597,REL
46795,8355,REL
46796,6299,REL
46797,9407,REL
46798,9469,REL
46799,8251,REL
46800,7029,REL
46801,1825,REL
46802,4031,REL
46803,8459,REL
46804,9773,REL
46805,5341,REL
46806,1209,REL
46807,7450,REL
46808,9668,REL
46809,6621,REL
46810,7763,REL
46811,9126,REL
46812,2341,REL
46813,2137,REL
46814,3536,REL
46815,391,REL
46816,6167,REL
46817,9610,REL
46818,9662,REL
46819,2399,REL
46820,2171,REL
46821,90,REL
46822,2647,REL
46823,7175,REL
46824,9255,REL
46825,8807,REL
46826,114,REL
46827,4512,REL
46828,9772,REL
46829,7862,REL
46830,743,REL
46831,197,REL
46832,3160,REL
46833,596,REL
46834,2344,REL
46835,7146,REL
46836,5361,REL
46837,5315,REL
46838,2243,REL
46839,5652,REL
46840,4302,REL
46841,379,REL
46842,4059,REL
46843,1133,REL
46844,4436,REL
46845,2470,REL
46846,5839,REL
46847,1409,REL
46848,6148,REL
46849,8256,REL
46850,1347,REL
46851,6046,REL
46852,8194,REL
46853,5977,REL
46854,646,REL
46855,6194,REL
46856,1882,REL
46857,4608,REL
46858,1193,REL
46859,8953,REL
46860,6603,REL
46861,2589,REL
46862,8591,REL
46863,8468,REL
46864,8511,REL
46865,7210,REL
46866,2822,REL
46867,9528,REL
46868,3062,REL
46869,2888,REL
46870,4233,REL
46871,3585,REL
46872,1301,REL
46873,8220,REL
46874,9251,REL
46875,5770,REL
46876,4759,REL
46877,1417,REL
46878,5577,REL
46879,6579,REL
46880,5581,REL
46881,8676,REL
46882,4682,REL
46883,61,REL
46884,4518,REL
46885,9848,REL
46886,2410,REL
46887,9059,REL
46888,5012,REL
46889,3302,REL
46890,6476,REL
46891,941,REL
46892,537,REL
46893,6078,REL
46894,4798,REL
46895,8673,REL
46896,9010,REL
46897,2529,REL
46898,151,REL
46899,8989,REL
46900,7830,REL
46901,2181,REL
46902,2985,REL
46903,7576,REL
46904,5530,REL
46905,4377,REL
46906,4068,REL
46907,9427,REL
46908,2480,REL
46909,2943,REL
46910,1907,REL
46911,6489,REL
46912,2864,REL
46913,2298,REL
46914,7194,REL
46915,4066,REL
46916,6166,REL
46917,6627,REL
46918,2383,REL
46919,8587,REL
46920,1232,REL
46921,6579,REL
46922,3409,REL
46923,3656,REL
46924,1972,REL
46925,441,REL
46926,6160,REL
46927,8866,REL
46928,5634,REL
46929,286,REL
46930,8273,REL
46931,1372,REL
46932,3244,REL
46933,5329,REL
46934,3794,REL
46935,1062,REL
46936,1415,REL
46937,869,REL
46938,2504,REL
46939,9705,REL
46940,8522,REL
46941,4663,REL
46942,9598,REL
46943,7147,REL
46944,5618,REL
46945,1465,REL
46946,3793,REL
46947,8663,REL
46948,3259,REL
46949,2481,REL
46950,5916,REL
46951,1297,REL
46952,1392,REL
46953,5354,REL
46954,6829,REL
46955,7875,REL
46956,2494,REL
46957,1817,REL
46958,3856,REL
46959,5934,REL
46960,8062,REL
46961,3832,REL
46962,4308,REL
46963,3938,REL
46964,3497,REL
46965,6458,REL
46966,5202,REL
46967,9671,REL
46968,6580,REL
46969,4451,REL
46970,8748,REL
46971,5433,REL
46972,1197,REL
46973,2577,REL
46974,947,REL
46975,7711,REL
46976,3155,REL
46977,2572,REL
46978,6405,REL
46979,4744,REL
46980,135,REL
46981,3448,REL
46982,6957,REL
46983,2420,REL
46984,2375,REL
46985,6613,REL
46986,7914,REL
46987,6590,REL
46988,4614,REL
46989,2067,REL
46990,1546,REL
46991,8504,REL
46992,9716,REL
46993,2456,REL
46994,6646,REL
46995,3079,REL
46996,4418,REL
46997,6159,REL
46998,244,REL
46999,1250,REL
47000,9383,REL
47001,5235,REL
47002,263,REL
47003,2519,REL
47004,1442,REL
47005,1945,REL
47006,839,REL
47007,2302,REL
47008,4601,REL
47009,2073,REL
47010,4719,REL
47011,3055,REL
47012,9780,REL
47013,6177,REL
47014,6370,REL
47015,1057,REL
47016,439,REL
47017,7771,REL
47018,4497,REL
47019,6056,REL
47020,1814,REL
47021,6152,REL
47022,8504,REL
47023,8057,REL
47024,9670,REL
47025,6191,REL
47026,2506,REL
47027,1360,REL
47028,9287,REL
47029,7149,REL
47030,5882,REL
47031,4683,REL
47032,2728,REL
47033,7330,REL
47034,2069,REL
47035,2442,REL
47036,7882,REL
47037,4617,REL
47038,2630,REL
47039,6083,REL
47040,6739,REL
47041,3877,REL
47042,6995,REL
47043,549,REL
47044,6462,REL
47045,3371,REL
47046,6701,REL
47047,6237,REL
47048,8966,REL
47049,5786,REL
47050,1906,REL
47051,2192,REL
47052,9901,REL
47053,3032,REL
47054,3871,REL
47055,7747,REL
47056,7725,REL
47057,8862,REL
47058,468,REL
47059,4305,REL
47060,5316,REL
47061,1333,REL
47062,3472,REL
47063,7149,REL
47064,7565,REL
47065,3141,REL
47066,248,REL
47067,6417,REL
47068,7104,REL
47069,9088,REL
47070,5882,REL
47071,5296,REL
47072,9370,REL
47073,3786,REL
47074,8668,REL
47075,6128,REL
47076,854,REL
47077,9026,REL
47078,5095,REL
47079,7990,REL
47080,3271,REL
47081,977,REL
47082,6479,REL
47083,7597,REL
47084,6799,REL
47085,6499,REL
47086,1059,REL
47087,3511,REL
47088,4922,REL
47089,2817,REL
47090,3256,REL
47091,3031,REL
47092,87,REL
47093,9402,REL
47094,8645,REL
47095,7396,REL
47096,736,REL
47097,2973,REL
47098,5582,REL
47099,9121,REL
47100,6898,REL
47101,8752,REL
47102,7023,REL
47103,8289,REL
47104,9350,REL
47105,9814,REL
47106,4470,REL
47107,8641,REL
47108,7007,REL
47109,4625,REL
47110,402,REL
47111,1029,REL
47112,8255,REL
47113,1252,REL
47114,1815,REL
47115,2022,REL
47116,8360,REL
47117,4708,REL
47118,1707,REL
47119,6280,REL
47120,8378,REL
47121,4609,REL
47122,3363,REL
47123,1974,REL
47124,202,REL
47125,6958,REL
47126,3190,REL
47127,1599,REL
47128,6802,REL
47129,7142,REL
47130,9458,REL
47131,6076,REL
47132,4705,REL
47133,7257,REL
47134,5207,REL
47135,3427,REL
47136,345,REL
47137,7852,REL
47138,1630,REL
47139,5904,REL
47140,9129,REL
47141,5752,REL
47142,8526,REL
47143,333,REL
47144,7928,REL
47145,6708,REL
47146,4293,REL
47147,2901,REL
47148,1190,REL
47149,9478,REL
47150,8038,REL
47151,3666,REL
47152,1510,REL
47153,3819,REL
47154,4980,REL
47155,8194,REL
47156,7836,REL
47157,7362,REL
47158,7753,REL
47159,5083,REL
47160,7483,REL
47161,473,REL
47162,5985,REL
47163,5272,REL
47164,5822,REL
47165,2671,REL
47166,1128,REL
47167,4428,REL
47168,9899,REL
47169,5161,REL
47170,9786,REL
47171,3574,REL
47172,9563,REL
47173,3491,REL
47174,7425,REL
47175,9124,REL
47176,5052,REL
47177,9822,REL
47178,8700,REL
47179,4058,REL
47180,4527,REL
47181,8928,REL
47182,3386,REL
47183,1712,REL
47184,4693,REL
47185,5057,REL
47186,2955,REL
47187,3507,REL
47188,4374,REL
47189,7105,REL
47190,8190,REL
47191,9684,REL
47192,9003,REL
47193,4059,REL
47194,4185,REL
47195,6481,REL
47196,8333,REL
47197,1066,REL
47198,6737,REL
47199,4756,REL
47200,4397,REL
47201,3887,REL
47202,975,REL
47203,263,REL
47204,1126,REL
47205,7521,REL
47206,9607,REL
47207,2918,REL
47208,2213,REL
47209,6291,REL
47210,8590,REL
47211,2884,REL
47212,9148,REL
47213,7916,REL
47214,79,REL
47215,4994,REL
47216,8802,REL
47217,2151,REL
47218,2583,REL
47219,4548,REL
47220,1485,REL
47221,7941,REL
47222,3891,REL
47223,4945,REL
47224,8809,REL
47225,2682,REL
47226,8639,REL
47227,5952,REL
47228,4505,REL
47229,6615,REL
47230,1302,REL
47231,329,REL
47232,3064,REL
47233,4269,REL
47234,1043,REL
47235,5209,REL
47236,3595,REL
47237,3689,REL
47238,1528,REL
47239,8805,REL
47240,2959,REL
47241,1335,REL
47242,2809,REL
47243,4389,REL
47244,4309,REL
47245,3523,REL
47246,6089,REL
47247,1238,REL
47248,5549,REL
47249,8639,REL
47250,6025,REL
47251,5287,REL
47252,1187,REL
47253,3854,REL
47254,6665,REL
47255,3127,REL
47256,5767,REL
47257,3395,REL
47258,3657,REL
47259,7510,REL
47260,7383,REL
47261,4577,REL
47262,3601,REL
47263,7731,REL
47264,7757,REL
47265,623,REL
47266,2065,REL
47267,8149,REL
47268,1524,REL
47269,9824,REL
47270,6055,REL
47271,214,REL
47272,4676,REL
47273,684,REL
47274,5116,REL
47275,8185,REL
47276,6671,REL
47277,3952,REL
47278,8956,REL
47279,4416,REL
47280,2807,REL
47281,8905,REL
47282,9069,REL
47283,3257,REL
47284,2691,REL
47285,4648,REL
47286,1475,REL
47287,266,REL
47288,5064,REL
47289,9515,REL
47290,9609,REL
47291,9546,REL
47292,9958,REL
47293,3474,REL
47294,5179,REL
47295,6492,REL
47296,6596,REL
47297,2523,REL
47298,4751,REL
47299,2871,REL
47300,1297,REL
47301,6609,REL
47302,5915,REL
47303,790,REL
47304,9815,REL
47305,2981,REL
47306,9416,REL
47307,9410,REL
47308,7370,REL
47309,8657,REL
47310,1371,REL
47311,5510,REL
47312,9202,REL
47313,5388,REL
47314,1356,REL
47315,9124,REL
47316,7568,REL
47317,6650,REL
47318,5167,REL
47319,6588,REL
47320,9702,REL
47321,8411,REL
47322,6754,REL
47323,829,REL
47324,8389,REL
47325,6130,REL
47326,7346,REL
47327,3756,REL
47328,5063,REL
47329,4651,REL
47330,3469,REL
47331,7167,REL
47332,3402,REL
47333,5490,REL
47334,9659,REL
47335,7563,REL
47336,9054,REL
47337,7817,REL
47338,7491,REL
47339,1539,REL
47340,6579,REL
47341,6791,REL
47342,6922,REL
47343,7779,REL
47344,8967,REL
47345,3945,REL
47346,9512,REL
47347,7476,REL
47348,1427,REL
47349,9403,REL
47350,2978,REL
47351,1506,REL
47352,3449,REL
47353,3947,REL
47354,1783,REL
47355,4633,REL
47356,9713,REL
47357,8145,REL
47358,4470,REL
47359,9039,REL
47360,9247,REL
47361,4635,REL
47362,6090,REL
47363,9336,REL
47364,1408,REL
47365,887,REL
47366,181,REL
47367,7569,REL
47368,7768,REL
47369,6863,REL
47370,8077,REL
47371,3952,REL
47372,50,REL
47373,2901,REL
47374,3043,REL
47375,6539,REL
47376,8937,REL
47377,3394,REL
47378,6179,REL
47379,8416,REL
47380,1079,REL
47381,9204,REL
47382,330,REL
47383,4092,REL
47384,1575,REL
47385,4667,REL
47386,5540,REL
47387,2697,REL
47388,3506,REL
47389,377,REL
47390,9492,REL
47391,246,REL
47392,7260,REL
47393,7484,REL
47394,9297,REL
47395,4734,REL
47396,2608,REL
47397,132,REL
47398,3844,REL
47399,5287,REL
47400,273,REL
47401,6033,REL
47402,2868,REL
47403,2356,REL
47404,6421,REL
47405,4608,REL
47406,7745,REL
47407,1291,REL
47408,3208,REL
47409,3057,REL
47410,4864,REL
47411,643,REL
47412,3747,REL
47413,6496,REL
47414,8013,REL
47415,8687,REL
47416,7513,REL
47417,1251,REL
47418,8048,REL
47419,5544,REL
47420,9202,REL
47421,1991,REL
47422,3899,REL
47423,8100,REL
47424,2563,REL
47425,1123,REL
47426,4006,REL
47427,5003,REL
47428,5198,REL
47429,9703,REL
47430,2313,REL
47431,5366,REL
47432,8410,REL
47433,1932,REL
47434,534,REL
47435,2295,REL
47436,3462,REL
47437,7009,REL
47438,7956,REL
47439,4087,REL
47440,2595,REL
47441,683,REL
47442,1142,REL
47443,7546,REL
47444,8139,REL
47445,5785,REL
47446,7125,REL
47447,6576,REL
47448,1967,REL
47449,3295,REL
47450,234,REL
47451,5817,REL
47452,1770,REL
47453,4423,REL
47454,690,REL
47455,8397,REL
47456,3635,REL
47457,7752,REL
47458,1498,REL
47459,2322,REL
47460,709,REL
47461,5530,REL
47462,2668,REL
47463,1977,REL
47464,739,REL
47465,4383,REL
47466,2220,REL
47467,7930,REL
47468,1556,REL
47469,4767,REL
47470,9985,REL
47471,9284,REL
47472,9892,REL
47473,1816,REL
47474,8414,REL
47475,4971,REL
47476,8223,REL
47477,1466,REL
47478,9993,REL
47479,2401,REL
47480,4455,REL
47481,5395,REL
47482,1318,REL
47483,6252,REL
47484,1199,REL
47485,2049,REL
47486,9317,REL
47487,1278,REL
47488,8564,REL
47489,6583,REL
47490,5708,REL
47491,7159,REL
47492,61,REL
47493,1349,REL
47494,5011,REL
47495,7563,REL
47496,8187,REL
47497,8817,REL
47498,7027,REL
47499,4960,REL
47500,3391,REL
47501,6869,REL
47502,2276,REL
47503,8532,REL
47504,8933,REL
47505,4797,REL
47506,8573,REL
47507,2455,REL
47508,9668,REL
47509,4792,REL
47510,7467,REL
47511,1646,REL
47512,2602,REL
47513,8246,REL
47514,6648,REL
47515,8975,REL
47516,2244,REL
47517,7944,REL
47518,9351,REL
47519,3524,REL
47520,1700,REL
47521,7590,REL
47522,2611,REL
47523,528,REL
47524,4263,REL
47525,4239,REL
47526,8339,REL
47527,6810,REL
47528,2355,REL
47529,9483,REL
47530,9817,REL
47531,5247,REL
47532,3064,REL
47533,2656,REL
47534,2933,REL
47535,1152,REL
47536,1059,REL
47537,4222,REL
47538,1017,REL
47539,5752,REL
47540,5089,REL
47541,554,REL
47542,1171,REL
47543,9235,REL
47544,2041,REL
47545,1926,REL
47546,987,REL
47547,3544,REL
47548,8952,REL
47549,8363,REL
47550,8414,REL
47551,4678,REL
47552,4086,REL
47553,7408,REL
47554,3596,REL
47555,6643,REL
47556,8002,REL
47557,3377,REL
47558,2902,REL
47559,9646,REL
47560,7645,REL
47561,7986,REL
47562,5889,REL
47563,8045,REL
47564,867,REL
47565,1605,REL
47566,2344,REL
47567,7649,REL
47568,1188,REL
47569,4062,REL
47570,5293,REL
47571,6982,REL
47572,9413,REL
47573,7616,REL
47574,890,REL
47575,6146,REL
47576,5950,REL
47577,5130,REL
47578,439,REL
47579,6687,REL
47580,3074,REL
47581,9062,REL
47582,8436,REL
47583,4449,REL
47584,6411,REL
47585,5308,REL
47586,7417,REL
47587,793,REL
47588,700,REL
47589,4850,REL
47590,5389,REL
47591,856,REL
47592,2423,REL
47593,1938,REL
47594,1841,REL
47595,8739,REL
47596,1810,REL
47597,8770,REL
47598,4220,REL
47599,5026,REL
47600,3325,REL
47601,8593,REL
47602,1107,REL
47603,9854,REL
47604,7209,REL
47605,5674,REL
47606,472,REL
47607,4031,REL
47608,8011,REL
47609,5602,REL
47610,1164,REL
47611,7165,REL
47612,7485,REL
47613,6618,REL
47614,8834,REL
47615,6835,REL
47616,7892,REL
47617,7692,REL
47618,8823,REL
47619,5041,REL
47620,7095,REL
47621,8294,REL
47622,4453,REL
47623,8571,REL
47624,8782,REL
47625,1654,REL
47626,2093,REL
47627,2022,REL
47628,5431,REL
47629,6761,REL
47630,6254,REL
47631,5938,REL
47632,8359,REL
47633,7030,REL
47634,4458,REL
47635,1559,REL
47636,2876,REL
47637,4706,REL
47638,5778,REL
47639,6648,REL
47640,6641,REL
47641,6154,REL
47642,7892,REL
47643,2316,REL
47644,8012,REL
47645,9578,REL
47646,4458,REL
47647,1188,REL
47648,4690,REL
47649,760,REL
47650,7816,REL
47651,4115,REL
47652,7889,REL
47653,105,REL
47654,1876,REL
47655,3511,REL
47656,3703,REL
47657,7330,REL
47658,162,REL
47659,3721,REL
47660,9101,REL
47661,4447,REL
47662,9382,REL
47663,3461,REL
47664,6659,REL
47665,194,REL
47666,3415,REL
47667,1682,REL
47668,6897,REL
47669,8491,REL
47670,8750,REL
47671,560,REL
47672,8148,REL
47673,3616,REL
47674,5610,REL
47675,4808,REL
47676,5905,REL
47677,6129,REL
47678,352,REL
47679,4719,REL
47680,1656,REL
47681,9261,REL
47682,5923,REL
47683,819,REL
47684,2023,REL
47685,9233,REL
47686,199,REL
47687,5553,REL
47688,1075,REL
47689,5355,REL
47690,4037,REL
47691,9131,REL
47692,2530,REL
47693,6435,REL
47694,6006,REL
47695,8914,REL
47696,5162,REL
47697,8906,REL
47698,3171,REL
47699,7015,REL
47700,9748,REL
47701,2024,REL
47702,4909,REL
47703,9791,REL
47704,7003,REL
47705,5491,REL
47706,7122,REL
47707,3083,REL
47708,7870,REL
47709,6096,REL
47710,5223,REL
47711,7908,REL
47712,9104,REL
47713,5478,REL
47714,8775,REL
47715,7113,REL
47716,8430,REL
47717,1836,REL
47718,2413,REL
47719,7527,REL
47720,7108,REL
47721,8451,REL
47722,8169,REL
47723,8241,REL
47724,348,REL
47725,4624,REL
47726,3963,REL
47727,5373,REL
47728,1858,REL
47729,9303,REL
47730,212,REL
47731,1499,REL
47732,1656,REL
47733,4563,REL
47734,2705,REL
47735,3434,REL
47736,6933,REL
47737,3894,REL
47738,5688,REL
47739,6537,REL
47740,8262,REL
47741,6743,REL
47742,6994,REL
47743,9474,REL
47744,4400,REL
47745,7267,REL
47746,4635,REL
47747,3835,REL
47748,1344,REL
47749,6298,REL
47750,7212,REL
47751,700,REL
47752,6342,REL
47753,3410,REL
47754,4931,REL
47755,8715,REL
47756,9164,REL
47757,1120,REL
47758,9843,REL
47759,8841,REL
47760,161,REL
47761,6837,REL
47762,8095,REL
47763,7623,REL
47764,1819,REL
47765,1372,REL
47766,9116,REL
47767,9962,REL
47768,9486,REL
47769,7540,REL
47770,5118,REL
47771,1765,REL
47772,1198,REL
47773,1630,REL
47774,3259,REL
47775,6275,REL
47776,9393,REL
47777,6182,REL
47778,6691,REL
47779,2495,REL
47780,1018,REL
47781,2484,REL
47782,4965,REL
47783,5839,REL
47784,8155,REL
47785,7749,REL
47786,954,REL
47787,2016,REL
47788,6205,REL
47789,11,REL
47790,7176,REL
47791,1702,REL
47792,9878,REL
47793,4544,REL
47794,9778,REL
47795,6694,REL
47796,2249,REL
47797,733,REL
47798,1626,REL
47799,5122,REL
47800,2310,REL
47801,3665,REL
47802,9200,REL
47803,400,REL
47804,4387,REL
47805,5215,REL
47806,8370,REL
47807,3882,REL
47808,760,REL
47809,2959,REL
47810,8034,REL
47811,737,REL
47812,2235,REL
47813,265,REL
47814,2885,REL
47815,2439,REL
47816,3224,REL
47817,2296,REL
